match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_rate
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:02:09,2,6,97,0,1,3,2,40,AD,1,2,2,48,49,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7.327,7.389,2,87,B,NCTL,ND,0.4948453608247423
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:03:01,2,7,98,0,1,3,3,0,0,2,1,2,48,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.977,1,112,W,CTL,MD,0.4897959183673469
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:03:19,2,7,99,0,1,3,3,0,15,2,1,2,48,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.809,4.13,1,110,C,NCTL,D,0.48484848484848486
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:03:35,2,7,100,0,1,3,3,0,30,2,1,1,49,51,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.308,11.583,4,128,BC,NCTL,ND,0.49
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:04:06,2,7,101,0,1,3,3,15,30,2,2,1,50,51,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.336,9.368,4,120,C,NCTL,ND,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:04:47,2,7,102,0,1,3,3,30,30,2,2,1,51,51,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.717,5.188,0,120,W,CTL,D,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:05:19,2,7,103,0,1,3,3,40,30,2,2,1,52,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,24.962,28.745,8,106,C,NCTL,D,0.8
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:07:28,2,8,104,0,1,4,3,0,0,1,2,1,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122,4.432,1,94,W,CTL,D,0.5096153846153846
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:07:56,2,8,105,0,1,4,3,15,0,1,1,1,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52,6.58,1,110,C,NCTL,ND,0.5142857142857142
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:08:13,2,8,106,0,1,4,3,30,0,1,1,1,55,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,1.243,1,128,B,NCTL,MD,0.5188679245283019
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:08:32,2,8,107,0,1,4,3,40,0,1,2,1,56,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.071,5.464,1,94,B,NCTL,ND,0.5233644859813084
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:09:22,2,9,108,0,1,5,3,0,0,2,1,2,56,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154,6.467,1,115,W,CTL,D,0.5185185185185185
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:09:44,2,9,109,0,1,5,3,0,15,2,2,2,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,3.151,1,104,B,NCTL,ND,0.5137614678899083
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:10:08,2,9,110,0,1,5,3,0,30,2,1,2,56,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.193,16.467,5,125,C,NCTL,ND,0.509090909090909
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:10:26,2,9,111,0,1,5,3,0,40,2,2,2,56,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,4.248,1,114,B,NCTL,D,0.0
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:12:07,2,10,112,0,1,5,4,0,0,1,1,1,57,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.122,18.711,5,123,BC,CTL,D,0.5089285714285714
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:12:32,2,10,113,0,1,5,4,15,0,1,1,1,58,55,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.816,17.53,5,108,C,CTL,D,0.5132743362831859
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:13:15,2,10,114,0,1,5,4,30,0,1,1,1,59,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.976,8.538,1,107,BW,NCTL,ND,0.5175438596491229
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:13:40,2,10,115,0,1,5,4,40,0,1,2,1,60,55,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.972,4.494,1,84,BW,NCTL,D,0.5217391304347826
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:17:50,3,1,116,1,1,0,0,0,0,2,1,2,60,56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389,1.068,1,104,W,CTL,MD,0.5172413793103449
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:18:09,3,1,117,1,1,0,0,0,15,2,1,2,60,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.361,22.269,7,119,BW,NCTL,D,0.5128205128205128
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:18:32,3,1,118,1,1,0,0,0,30,2,1,2,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.737,16.234,3,126,BC,NCTL,ND,0.5084745762711864
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:19:02,3,1,119,1,1,0,0,0,40,2,2,1,61,58,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.682,3.719,0,126,W,CTL,MD,0.5126050420168067
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:19:31,3,1,120,1,1,0,0,15,40,2,1,2,61,59,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.661,10.398,3,121,C,NCTL,D,0.5083333333333333
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:20:24,3,2,121,1,1,0,1,0,0,1,2,1,62,59,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.242,52.571,11,94,B,NCTL,D,0.512396694214876
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:49:12,3,2,122,1,1,0,1,15,0,1,1,1,63,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.802,8.988,3,108,C,NCTL,D,0.5163934426229508
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:49:33,3,2,123,1,1,0,1,30,0,1,2,2,63,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.581,21.237,6,94,BC,NCTL,ND,0.5121951219512195
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:50:19,3,2,124,1,1,0,1,30,15,1,1,1,64,60,0,0,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.587,24.689,5,111,BC,NCTL,ND,0.5161290322580645
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:50:48,3,2,125,1,1,0,1,40,15,1,1,1,65,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954,11.789,1,107,W,CTL,D,0.52
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:51:20,3,3,126,1,1,1,1,0,0,2,2,1,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,5.369,2,106,BW,NCTL,D,0.5238095238095238
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:51:47,3,3,127,1,1,1,1,15,0,2,1,1,67,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.719,6.488,2,121,W,CTL,D,0.5275590551181102
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:52:07,3,3,128,1,1,1,1,30,0,2,1,2,67,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475,1.288,1,108,W,CTL,MD,0.5234375
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:52:28,3,3,129,1,1,1,1,30,15,2,1,2,67,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.426,7.976,1,115,W,CTL,D,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:52:54,3,3,130,1,1,1,1,30,30,2,2,1,68,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.498,6.423,2,113,BW,NCTL,ND,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:53:32,3,3,131,1,1,1,1,40,30,2,1,1,69,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33.519,25.981,8,121,C,NCTL,D,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:55:22,3,4,132,1,1,2,1,0,0,1,1,1,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.657,25.182,5,100,BW,NCTL,D,0.5303030303030303
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:55:49,3,4,133,1,1,2,1,15,0,1,1,1,71,62,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.874,16.208,5,116,C,NCTL,D,0.5338345864661654
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:56:15,3,4,134,1,1,2,1,30,0,1,1,1,72,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.462,3.847,1,109,W,CTL,ND,0.5373134328358209
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:56:33,3,4,135,1,1,2,1,40,0,1,1,2,72,63,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.239,3.42,2,100,BC,NCTL,D,0.5333333333333333
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:56:58,3,4,136,1,1,2,1,40,15,1,1,1,73,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.909,5.676,1,102,W,CTL,D,0.5367647058823529
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:57:22,3,5,137,1,1,3,1,0,0,2,1,2,73,64,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.934,8.112,3,126,C,NCTL,ND,0.5328467153284672
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:57:55,3,5,138,1,1,3,1,0,15,2,1,2,73,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0.74,1,114,W,CTL,MD,0.5289855072463768
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:58:10,3,5,139,1,1,3,1,0,30,2,2,2,73,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278,3.875,1,124,BC,CTL,ND,0.5251798561151079
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,1:58:31,3,5,140,1,1,3,1,0,40,2,2,2,73,67,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.701,13.008,3,119,BW,NCTL,ND,0.0
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:00:20,3,6,141,1,1,3,2,0,0,1,2,2,73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.159,8.429,2,87,BC,NCTL,ND,0.5177304964539007
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:00:50,3,6,142,1,1,3,2,0,15,1,1,2,73,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.937,13.977,4,103,B,CTL,ND,0.5140845070422535
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:01:17,3,6,143,1,1,3,2,0,30,1,1,1,74,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.212,6.013,1,107,W,NCTL,D,0.5174825174825175
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:01:39,3,6,144,1,1,3,2,15,30,1,2,1,75,69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38.868,35.561,9,88,B,NCTL,D,0.5208333333333334
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:02:36,3,6,145,1,1,3,2,30,30,1,2,1,76,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.999,42.064,11,87,B,NCTL,ND,0.5241379310344828
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:03:32,3,6,146,1,1,3,2,40,30,1,2,2,76,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.085,25.227,6,85,BC,NCTL,ND,0.5205479452054794
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:04:24,3,6,147,1,1,3,2,40,40,1,1,1,77,70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592,0.636,1,121,W,CTL,MD,0.5238095238095238
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:04:45,3,6,148,1,1,3,2,AD,40,1,1,1,78,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.751,5.538,1,110,C,NCTL,D,0.527027027027027
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:05:44,3,7,149,1,1,4,2,0,0,2,2,2,78,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,2.159,1,116,BW,NCTL,ND,0.5234899328859061
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:06:11,3,7,150,1,1,4,2,0,15,2,1,2,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.002,6.203,1,118,C,NCTL,ND,0.52
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:06:27,3,7,151,1,1,4,2,0,30,2,2,1,79,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.052,7.79,2,96,BC,NCTL,ND,0.5231788079470199
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:07:02,3,7,152,1,1,4,2,15,30,2,2,2,79,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.551,3.262,1,119,C,NCTL,D,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:07:28,3,7,153,1,1,4,2,15,40,2,1,2,79,74,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.04,15.506,5,132,BC,NCTL,MD,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:09:05,3,8,154,1,1,4,3,0,0,1,1,1,80,74,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.056,24.309,7,124,C,NCTL,D,0.5194805194805194
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:09:52,3,8,155,1,1,4,3,15,0,1,1,1,81,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.168,22.104,5,110,C,NCTL,ND,0.5225806451612903
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:10:20,3,8,156,1,1,4,3,30,0,1,1,2,81,75,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.43,27.351,6,107,BW,NCTL,D,0.5192307692307693
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:11:00,3,8,157,1,1,4,3,30,15,1,2,1,82,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.893,9.341,3,95,C,NCTL,ND,0.5222929936305732
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:11:40,3,8,158,1,1,4,3,40,15,1,1,2,82,76,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11.38,11.523,2,124,B,NCTL,ND,0.5189873417721519
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:12:06,3,8,159,1,1,4,3,40,30,1,1,2,82,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.94,22.331,4,110,C,NCTL,ND,0.5157232704402516
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:12:40,3,8,160,1,1,4,3,40,40,1,2,1,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.777,37.639,9,94,BW,NCTL,ND,0.51875
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:13:30,3,8,161,1,1,4,3,AD,40,1,1,2,83,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.99,49.401,12,104,W,CTL,ND,0.515527950310559
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:14:22,3,8,162,1,1,4,3,40,40,1,2,1,84,78,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.082,21.587,7,94,BW,NCTL,ND,0.5185185185185185
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:15:09,3,8,163,1,1,4,3,AD,40,1,2,2,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.544,22.522,6,82,B,NCTL,D,0.5153374233128835
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:16:28,3,8,164,1,1,4,3,40,40,1,1,1,85,79,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.985,30.638,7,110,W,CTL,ND,0.5182926829268293
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:17:14,3,8,165,1,1,4,3,AD,40,1,1,1,86,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.081,4.927,1,108,BC,CTL,D,0.5212121212121212
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:18:02,3,9,166,1,1,5,3,0,0,2,1,1,87,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.156,7.74,2,135,C,NCTL,D,0.5240963855421686
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:18:18,3,9,167,1,1,5,3,15,0,2,1,2,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939,3.542,1,116,C,CTL,D,0.5209580838323353
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:18:34,3,9,168,1,1,5,3,15,15,2,1,2,87,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.948,8.963,3,130,BC,NCTL,ND,0.5178571428571429
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:18:57,3,9,169,1,1,5,3,15,30,2,1,2,87,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.816,3.777,1,121,C,CTL,D,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:19:09,3,9,170,1,1,5,3,15,40,2,1,1,88,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.843,4.985,2,121,BC,NCTL,ND,0.2
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:19:27,3,9,171,1,1,5,3,30,40,2,1,1,89,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.338,6.818,2,114,C,NCTL,ND,0.4
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:20:00,3,9,172,1,1,5,3,40,40,2,1,1,90,82,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.617,6.142,2,113,W,NCTL,ND,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:20:19,3,9,173,1,1,5,3,AD,40,2,1,2,90,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,8.592,11.403,3,119,BW,NCTL,MD,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:20:44,3,9,174,1,1,5,3,40,40,2,1,1,91,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.047,17.28,4,104,BW,NCTL,ND,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:21:04,3,9,175,1,1,5,3,AD,40,2,1,1,92,83,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7.772,8.578,2,109,W,CTL,MD,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:25:18,4,1,176,2,1,0,0,0,0,1,1,2,92,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.404,8.762,2,100,BW,NCTL,D,0.5227272727272727
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:25:36,4,1,177,2,1,0,0,0,15,1,2,2,92,85,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.898,26.444,6,92,B,NCTL,ND,0.519774011299435
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:26:14,4,1,178,2,1,0,0,0,30,1,1,1,93,85,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28.519,23.806,7,107,W,CTL,ND,0.5224719101123596
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:26:54,4,1,179,2,1,0,0,15,30,1,1,2,93,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.137,16.145,4,118,C,NCTL,ND,0.5195530726256983
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:27:22,4,1,180,2,1,0,0,15,40,1,1,1,94,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.53,14.406,3,107,W,NCTL,ND,0.5222222222222223
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:28:04,4,1,181,2,1,0,0,30,40,1,1,1,95,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32.75,34.024,9,104,BW,CTL,ND,0.5248618784530387
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:28:44,4,1,182,2,1,0,0,40,40,1,2,2,95,87,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.418,18.21,4,90,BC,NCTL,D,0.521978021978022
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:29:26,4,1,183,2,1,0,0,40,AD,1,1,2,95,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26.616,19.212,6,124,BW,NCTL,ND,0.5191256830601093
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:30:38,4,2,184,2,1,0,1,0,0,2,1,2,95,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.795,1.793,1,119,BW,NCTL,ND,0.5163043478260869
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:30:56,4,2,185,2,1,0,1,0,15,2,1,2,95,90,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.382,8.536,3,115,W,CTL,MD,0.5135135135135135
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:31:20,4,2,186,2,1,0,1,0,30,2,1,2,95,91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0.935,1,117,W,NCTL,MD,0.510752688172043
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:31:38,4,2,187,2,1,0,1,0,40,2,2,2,95,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.572,1,86,BW,NCTL,ND,0.5080213903743316
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:32:24,4,3,188,2,1,0,2,0,0,1,1,2,95,93,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.079,29.604,6,107,W,NCTL,ND,0.5053191489361702
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:33:16,4,3,189,2,1,0,2,0,15,1,1,1,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.484,3.961,1,112,BC,CTL,D,0.5079365079365079
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:33:39,4,3,190,2,1,0,2,15,15,1,2,1,97,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.863,10.418,3,98,BC,NCTL,ND,0.5105263157894737
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:34:13,4,3,191,2,1,0,2,30,15,1,2,1,98,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.977,4.803,1,91,BW,NCTL,D,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:34:45,4,3,192,2,1,0,2,40,15,1,1,2,98,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.46,11.397,2,103,BW,NCTL,ND,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:35:08,4,3,193,2,1,0,2,40,30,1,2,1,99,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.622,12.474,3,80,BC,NCTL,ND,0.6
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,2:37:09,4,4,194,2,1,1,2,0,0,2,1,2,99,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218,5.155,1,119,W,CTL,D,0.5103092783505154
